Sigla,Unidade da Federação,Ano,Região,cov 1a dose,cov 2a dose,num doses,Óbitos,casos,Habitantes,Casos por Milhão,Óbitos por Milhão
AC,Acre,2003,"Região
Norte",99.4,NA,721201,0,0,600595,0,0
AC,Acre,2004,"Região
Norte",123.22,NA,768388,0,0,630328,0,0
AC,Acre,2005,"Região
Norte",95.12,NA,79654,0,0,669736,0,0
AC,Acre,2006,"Região
Norte",90.84,NA,669942,0,0,686652,0,0
AC,Acre,2007,"Região
Norte",109.45,NA,808398,0,0,NA,NA,NA
AC,Acre,2008,"Região
Norte",94.17,NA,1101545,0,0,680075,0,0
AC,Acre,2009,"Região
Norte",103.45,NA,850524,0,0,691132,0,0
AC,Acre,2010,"Região
Norte",96.87,NA,760337,0,0,733559,0,0
AC,Acre,2011,"Região
Norte",105.29,NA,728636,0,0,746386,0,0
AC,Acre,2012,"Região
Norte",90.28,NA,652141,0,0,758786,0,0
AC,Acre,2013,"Região
Norte",95,27.08,740607,0,0,776463,0,0
AC,Acre,2014,"Região
Norte",99.2,61.61,523241,0,0,790101,0,0
AC,Acre,2015,"Região
Norte",84.21,51.69,537768,0,0,803513,0,0
AC,Acre,2016,"Região
Norte",75.71,64.2,462718,0,0,816687,0,0
AC,Acre,2017,"Região
Norte",75.14,57,491815,0,0,829619,0,0
AC,Acre,2018,"Região
Norte",83.11,71.92,468962,0,0,869265,0,0
AC,Acre,2019,"Região
Norte",87.39,78.65,469954,0,0,881935,0,0
AC,Acre,2020,"Região
Norte",59.46,41.2,409841,0,0,894470,0,0
AC,Acre,2021,"Região
Norte",60.2,25.95,363477,0,0,906876,0,0
AC,Acre,2022,"Região
Norte",70.47,37.33,424894,0,0,830018,0,0
AC,Acre,2023,"Região
Norte",80.4,43.08,NA,0,0,NA,NA,NA
AC,Acre,2024,"Região
Norte",87.77,54.68,NA,0,0,880631,0,0
AC,Acre,2025,"Região
Norte",91.27,69.95,NA,0,0,884372,0,0
AL,Alagoas,2003,"Região
Nordeste",99.05,NA,2639163,0,0,2917664,0,0
AL,Alagoas,2004,"Região
Nordeste",123.77,NA,3230065,0,0,2980910,0,0
AL,Alagoas,2005,"Região
Nordeste",110.17,NA,2617337,0,0,3015912,0,0
AL,Alagoas,2006,"Região
Nordeste",103.9,NA,2194063,0,0,3050652,0,0
AL,Alagoas,2007,"Região
Nordeste",99.63,NA,2182470,0,0,NA,NA,NA
AL,Alagoas,2008,"Região
Nordeste",92.94,NA,3087921,0,0,3127560,0,0
AL,Alagoas,2009,"Região
Nordeste",105.33,NA,2435714,0,0,3156108,0,0
AL,Alagoas,2010,"Região
Nordeste",98.58,NA,2243965,0,0,3120494,0,0
AL,Alagoas,2011,"Região
Nordeste",89.95,NA,1658127,0,0,3143384,0,0
AL,Alagoas,2012,"Região
Nordeste",93.18,NA,1948592,0,0,3165472,0,0
AL,Alagoas,2013,"Região
Nordeste",110.72,58.38,2511904,0,0,3300935,0,0
AL,Alagoas,2014,"Região
Nordeste",113.15,90.64,2182762,0,0,3321730,0,0
AL,Alagoas,2015,"Região
Nordeste",98.67,81.68,4131201,0,0,3340932,0,0
AL,Alagoas,2016,"Região
Nordeste",102.24,60.5,1506137,0,0,3358963,0,0
AL,Alagoas,2017,"Região
Nordeste",99.22,68.67,1827954,0,0,3375823,0,0
AL,Alagoas,2018,"Região
Nordeste",107.18,72.09,1885955,0,0,3322820,0,0
AL,Alagoas,2019,"Região
Nordeste",106.22,74.53,1789739,0,35,3337357,10.487340731003606,0
AL,Alagoas,2020,"Região
Nordeste",80.23,51.94,1866250,0,3,3351543,0.8951101030182217,0
AL,Alagoas,2021,"Região
Nordeste",77.68,50.27,1504982,0,11,3365351,3.268604077256726,0
AL,Alagoas,2022,"Região
Nordeste",89.74,61.25,1622998,0,0,3127683,0,0
AL,Alagoas,2023,"Região
Nordeste",94.88,73.82,NA,0,0,NA,NA,NA
AL,Alagoas,2024,"Região
Nordeste",95.14,85.52,NA,0,0,3220104,0,0
AL,Alagoas,2025,"Região
Nordeste",89.89,73.32,NA,0,0,3220848,0,0
AM,Amapá,2003,"Região
Norte",91.3,NA,603199,0,0,534835,0,0
AM,Amapá,2004,"Região
Norte",86.06,NA,600663,0,0,547400,0,0
AM,Amapá,2005,"Região
Norte",104.03,NA,561421,0,0,594587,0,0
AM,Amapá,2006,"Região
Norte",103.37,NA,533933,0,0,615715,0,0
AM,Amapá,2007,"Região
Norte",110.07,NA,552849,0,0,NA,NA,NA
AM,Amapá,2008,"Região
Norte",101.56,NA,859412,0,0,613166,0,0
AM,Amapá,2009,"Região
Norte",103.13,NA,635197,0,0,626609,0,0
AM,Amapá,2010,"Região
Norte",100.11,NA,589878,0,0,669526,0,0
AM,Amapá,2011,"Região
Norte",94.67,NA,475726,0,0,684309,0,0
AM,Amapá,2012,"Região
Norte",103.39,NA,531191,0,0,698602,0,0
AM,Amapá,2013,"Região
Norte",98.77,56.09,636151,0,0,734996,0,0
AM,Amapá,2014,"Região
Norte",114.36,84.51,546718,0,0,750912,0,0
AM,Amapá,2015,"Região
Norte",95.42,78.17,518444,0,0,766679,0,0
AM,Amapá,2016,"Região
Norte",83.56,75.6,482008,0,0,782295,0,0
AM,Amapá,2017,"Região
Norte",79.83,61.32,469917,0,0,797722,0,0
AM,Amapá,2018,"Região
Norte",89.81,78,457555,0,0,829494,0,0
AM,Amapá,2019,"Região
Norte",92.12,82.29,44525,0,2,845731,2.36481812774984,0
AM,Amapá,2020,"Região
Norte",76.27,51.38,342751,0,296,861773,343.4779228404696,0
AM,Amapá,2021,"Região
Norte",64.18,34.7,504008,2,534,877613,608.4686530395516,2.2789088128822157
AM,Amapá,2022,"Região
Norte",61.33,35.41,37577,0,30,733759,40.8853588167232,0
AM,Amapá,2023,"Região
Norte",77.65,45.76,NA,0,0,NA,NA,NA
AM,Amapá,2024,"Região
Norte",86.57,65.66,NA,0,0,802837,0,0
AM,Amapá,2025,"Região
Norte",85.4,63.6,NA,0,0,806517,0,0
AP,Amazonas,2003,"Região
Norte",114.5,NA,3021795,0,0,3031068,0,0
AP,Amazonas,2004,"Região
Norte",129.76,NA,2995364,0,0,3138726,0,0
AP,Amazonas,2005,"Região
Norte",99.34,NA,3125531,0,0,3232330,0,0
AP,Amazonas,2006,"Região
Norte",90.41,NA,3112837,0,0,3311026,0,0
AP,Amazonas,2007,"Região
Norte",98.29,NA,3338186,0,0,NA,NA,NA
AP,Amazonas,2008,"Região
Norte",93.02,NA,4681748,0,0,3341094,0,0
AP,Amazonas,2009,"Região
Norte",100.57,NA,3402865,0,0,3393369,0,0
AP,Amazonas,2010,"Região
Norte",92.1,NA,3169663,0,0,3483985,0,0
AP,Amazonas,2011,"Região
Norte",93,NA,2638224,0,0,3538387,0,0
AP,Amazonas,2012,"Região
Norte",91.55,NA,3009721,0,0,3590985,0,0
AP,Amazonas,2013,"Região
Norte",95.63,48.43,3866612,0,0,3807921,0,0
AP,Amazonas,2014,"Região
Norte",113.19,84.86,3235902,0,0,3873743,0,0
AP,Amazonas,2015,"Região
Norte",89.02,74.65,3087677,0,0,3938336,0,0
AP,Amazonas,2016,"Região
Norte",97.36,85.95,2348378,0,0,4001667,0,0
AP,Amazonas,2017,"Região
Norte",71.98,60.16,2732985,0,0,4063614,0,0
AP,Amazonas,2018,"Região
Norte",77.1,63.88,3614395,6,8789,4080611,2153.844117951944,1.4703680404723705
AP,Amazonas,2019,"Região
Norte",87.24,74.28,2835710,0,4,4144597,0.9651119276494191,0
AP,Amazonas,2020,"Região
Norte",51.89,37.03,2549600,0,7,4207714,1.663611167489045,0
AP,Amazonas,2021,"Região
Norte",73.11,44.7,2245189,0,0,4269995,0,0
AP,Amazonas,2022,"Região
Norte",78.94,48.78,2681689,0,0,3941613,0,0
AP,Amazonas,2023,"Região
Norte",87.03,53.12,NA,0,0,NA,NA,NA
AP,Amazonas,2024,"Região
Norte",96.14,78.22,NA,0,0,4281209,0,0
AP,Amazonas,2025,"Região
Norte",91.84,78.92,NA,0,0,4321616,0,0
BA,Bahia,2003,"Região
Nordeste",107.79,NA,11799356,0,0,13435612,0,0
BA,Bahia,2004,"Região
Nordeste",132.66,NA,13026786,0,0,13682074,0,0
BA,Bahia,2005,"Região
Nordeste",117.98,NA,11655656,0,0,13815334,0,0
BA,Bahia,2006,"Região
Nordeste",114.49,NA,10533786,0,57,13950146,4.085978741727864,0
BA,Bahia,2007,"Região
Nordeste",108.2,NA,11799146,0,0,NA,NA,NA
BA,Bahia,2008,"Região
Nordeste",102.05,NA,15776543,0,0,14502563,0,0
BA,Bahia,2009,"Região
Nordeste",108.09,NA,10105377,0,0,14637364,0,0
BA,Bahia,2010,"Região
Nordeste",102.97,NA,11067045,0,0,14016906,0,0
BA,Bahia,2011,"Região
Nordeste",100.29,NA,8118863,0,1,14097534,0.07093439178795384,0
BA,Bahia,2012,"Região
Nordeste",97.88,NA,8243858,0,0,14175341,0,0
BA,Bahia,2013,"Região
Nordeste",109.17,68.48,11075768,0,0,15044137,0,0
BA,Bahia,2014,"Região
Nordeste",114.85,91.52,9339504,0,0,15126371,0,0
BA,Bahia,2015,"Região
Nordeste",90.18,78.54,7795246,0,0,15203334,0,0
BA,Bahia,2016,"Região
Nordeste",85.7,56.24,5822135,0,0,15276566,0,0
BA,Bahia,2017,"Região
Nordeste",79.16,60.47,7755854,0,0,15344447,0,0
BA,Bahia,2018,"Região
Nordeste",82.3,65.06,6320305,0,3,14812617,0.20253004583862527,0
BA,Bahia,2019,"Região
Nordeste",84.65,70.5,6625760,0,80,14873064,5.378851324784187,0
BA,Bahia,2020,"Região
Nordeste",78.48,53.8,6690496,0,7,14930634,0.468834746066376,0
BA,Bahia,2021,"Região
Nordeste",66.3,45.31,4750871,0,0,14985284,0,0
BA,Bahia,2022,"Região
Nordeste",75.87,52.71,5599104,0,0,14141626,0,0
BA,Bahia,2023,"Região
Nordeste",92.08,63.58,NA,0,0,NA,NA,NA
BA,Bahia,2024,"Região
Nordeste",96.31,81.06,NA,0,0,14850513,0,0
BA,Bahia,2025,"Região
Nordeste",89.15,65.11,NA,0,0,14870907,0,0
CE,Ceará,2003,"Região
Nordeste",119.11,NA,6762604,0,0,7758441,0,0
CE,Ceará,2004,"Região
Nordeste",112.89,NA,6896939,0,0,7976563,0,0
CE,Ceará,2005,"Região
Nordeste",110.35,NA,6833339,0,0,8097276,0,0
CE,Ceará,2006,"Região
Nordeste",105.3,NA,5743764,0,0,8217085,0,0
CE,Ceará,2007,"Região
Nordeste",107.88,NA,5970892,0,0,NA,NA,NA
CE,Ceará,2008,"Região
Nordeste",103.02,NA,8385113,0,0,8450528,0,0
CE,Ceará,2009,"Região
Nordeste",105.67,NA,5742554,0,0,8547809,0,0
CE,Ceará,2010,"Região
Nordeste",103.91,NA,5729675,0,0,8452381,0,0
CE,Ceará,2011,"Região
Nordeste",110.92,NA,4511268,0,0,8530155,0,0
CE,Ceará,2012,"Região
Nordeste",97.61,NA,4886493,0,0,8606005,0,0
CE,Ceará,2013,"Região
Nordeste",115.15,68.8,6361667,0,1,8778576,0.11391369169669431,0
CE,Ceará,2014,"Região
Nordeste",140.69,128.34,6094710,0,840,8842791,94.99263298205284,0
CE,Ceará,2015,"Região
Nordeste",110.83,93.98,7319309,0,211,8904459,23.695993209694155,0
CE,Ceará,2016,"Região
Nordeste",119.76,88.7,4740623,0,0,8963663,0,0
CE,Ceará,2017,"Região
Nordeste",100.69,80.42,5084870,0,0,9020460,0,0
CE,Ceará,2018,"Região
Nordeste",111.46,87.14,5080480,0,0,9075649,0,0
CE,Ceará,2019,"Região
Nordeste",103.02,86.7,4167721,0,19,9132078,2.0805779363689183,0
CE,Ceará,2020,"Região
Nordeste",90.3,71,4768763,0,7,9187103,0.7619376859059923,0
CE,Ceará,2021,"Região
Nordeste",74.49,55.18,3909480,0,3,9240580,0.32465494590166416,0
CE,Ceará,2022,"Região
Nordeste",89.01,66.26,4496561,0,0,8794957,0,0
CE,Ceará,2023,"Região
Nordeste",94.89,88.37,NA,0,0,NA,NA,NA
CE,Ceará,2024,"Região
Nordeste",96.81,88.08,NA,0,0,9233656,0,0
CE,Ceará,2025,"Região
Nordeste",88.7,77.87,NA,0,0,9268836,0,0
DF,Distrito Federal,2003,"Região
Centro-Oeste",101.66,NA,1587523,0,0,2189789,0,0
DF,Distrito Federal,2004,"Região
Centro-Oeste",96.7,NA,2038049,0,0,2282049,0,0
DF,Distrito Federal,2005,"Região
Centro-Oeste",101.14,NA,1667729,0,0,2333108,0,0
DF,Distrito Federal,2006,"Região
Centro-Oeste",98.91,NA,1686187,0,0,2383784,0,0
DF,Distrito Federal,2007,"Região
Centro-Oeste",95.26,NA,2039785,0,0,NA,NA,NA
DF,Distrito Federal,2008,"Região
Centro-Oeste",91.52,NA,4220664,0,0,2557159,0,0
DF,Distrito Federal,2009,"Região
Centro-Oeste",95.78,NA,1950235,0,0,2606885,0,0
DF,Distrito Federal,2010,"Região
Centro-Oeste",92.41,NA,2022808,0,0,2570160,0,0
DF,Distrito Federal,2011,"Região
Centro-Oeste",89.52,NA,1492630,0,1,2609998,0.3831420560475525,0
DF,Distrito Federal,2012,"Região
Centro-Oeste",92.85,NA,1747395,0,0,2648532,0,0
DF,Distrito Federal,2013,"Região
Centro-Oeste",105.23,103.87,2494518,0,1,2789761,0.3584536453122687,0
DF,Distrito Federal,2014,"Região
Centro-Oeste",104.91,97.29,1991427,0,0,2852372,0,0
DF,Distrito Federal,2015,"Região
Centro-Oeste",67.58,65.43,1325034,0,0,2914830,0,0
DF,Distrito Federal,2016,"Região
Centro-Oeste",131.75,128.41,2474479,0,0,2977216,0,0
DF,Distrito Federal,2017,"Região
Centro-Oeste",78.5,77.43,1511508,0,0,3039444,0,0
DF,Distrito Federal,2018,"Região
Centro-Oeste",86.32,87.05,1490445,0,1,2974703,0.3361680140840951,0
DF,Distrito Federal,2019,"Região
Centro-Oeste",85.71,86.8,1505824,0,11,3015268,3.6481002683675214,0
DF,Distrito Federal,2020,"Região
Centro-Oeste",79.98,66.37,1607932,0,8,3055149,2.6185302255307352,0
DF,Distrito Federal,2021,"Região
Centro-Oeste",83.21,54.67,1286515,0,0,3094325,0,0
DF,Distrito Federal,2022,"Região
Centro-Oeste",90.23,61.5,1337540,0,0,2817381,0,0
DF,Distrito Federal,2023,"Região
Centro-Oeste",91.6,74.47,NA,0,0,NA,NA,NA
DF,Distrito Federal,2024,"Região
Centro-Oeste",99.71,86.76,NA,0,0,2982818,0,0
DF,Distrito Federal,2025,"Região
Centro-Oeste",92.2,81.02,NA,0,1,2996899,0.3336782454130086,0
ES,Espírito Santo,2003,"Região
Sudeste",126.19,NA,2519385,0,0,3250219,0,0
ES,Espírito Santo,2004,"Região
Sudeste",113.96,NA,3127824,0,0,3352024,0,0
ES,Espírito Santo,2005,"Região
Sudeste",110.12,NA,2394737,0,0,3408365,0,0
ES,Espírito Santo,2006,"Região
Sudeste",109.37,NA,2251597,0,0,3464285,0,0
ES,Espírito Santo,2007,"Região
Sudeste",104.49,NA,2551077,0,0,NA,NA,NA
ES,Espírito Santo,2008,"Região
Sudeste",100.36,NA,3578247,0,0,3453646,0,0
ES,Espírito Santo,2009,"Região
Sudeste",102.47,NA,2380815,0,0,3487199,0,0
ES,Espírito Santo,2010,"Região
Sudeste",99.72,NA,2479152,0,0,3514952,0,0
ES,Espírito Santo,2011,"Região
Sudeste",103.76,NA,1842817,0,0,3547055,0,0
ES,Espírito Santo,2012,"Região
Sudeste",105.07,NA,2090100,0,0,3578067,0,0
ES,Espírito Santo,2013,"Região
Sudeste",106.19,84.89,2751889,0,1,3839366,0.2604596696433734,0
ES,Espírito Santo,2014,"Região
Sudeste",109.44,97.63,2412751,0,0,3885049,0,0
ES,Espírito Santo,2015,"Região
Sudeste",99.04,87.48,2021671,0,0,3929911,0,0
ES,Espírito Santo,2016,"Região
Sudeste",104.31,78.35,1771520,0,0,3973697,0,0
ES,Espírito Santo,2017,"Região
Sudeste",83.79,69.73,4698957,0,0,4016356,0,0
ES,Espírito Santo,2018,"Região
Sudeste",95.47,79.5,2197371,0,0,3972388,0,0
ES,Espírito Santo,2019,"Região
Sudeste",95.01,87.45,2308086,0,4,4018650,0.9953591380189865,0
ES,Espírito Santo,2020,"Região
Sudeste",85.94,69.7,2334692,0,0,4064052,0,0
ES,Espírito Santo,2021,"Região
Sudeste",80.79,64.92,1756976,0,0,4108508,0,0
ES,Espírito Santo,2022,"Região
Sudeste",77.73,64.6,1817764,0,0,3833712,0,0
ES,Espírito Santo,2023,"Região
Sudeste",86.61,77.25,NA,0,0,NA,NA,NA
ES,Espírito Santo,2024,"Região
Sudeste",95.6,80.261,NA,0,0,4102129,0,0
ES,Espírito Santo,2025,"Região
Sudeste",95.06,76.91,NA,0,0,4126854,0,0
GO,Goiás,2003,"Região
Centro-Oeste",109.98,NA,4017037,0,0,5306459,0,0
GO,Goiás,2004,"Região
Centro-Oeste",113.78,NA,4808463,0,0,5508245,0,0
GO,Goiás,2005,"Região
Centro-Oeste",106.42,NA,4254370,0,0,5619917,0,0
GO,Goiás,2006,"Região
Centro-Oeste",109.78,NA,4063785,0,0,5730753,0,0
GO,Goiás,2007,"Região
Centro-Oeste",116.26,NA,13468203,0,0,NA,NA,NA
GO,Goiás,2008,"Região
Centro-Oeste",106.1,NA,9080119,0,0,5844995,0,0
GO,Goiás,2009,"Região
Centro-Oeste",106.9,NA,4309636,0,0,5926300,0,0
GO,Goiás,2010,"Região
Centro-Oeste",106.82,NA,4427644,0,0,6003788,0,0
GO,Goiás,2011,"Região
Centro-Oeste",115.54,NA,3569606,0,0,6080716,0,0
GO,Goiás,2012,"Região
Centro-Oeste",107.68,NA,3797401,0,0,6154996,0,0
GO,Goiás,2013,"Região
Centro-Oeste",117.77,69.95,5142309,0,0,6434048,0,0
GO,Goiás,2014,"Região
Centro-Oeste",122.14,92.25,4078159,0,0,6523222,0,0
GO,Goiás,2015,"Região
Centro-Oeste",94.83,68.14,3666020,0,0,6610681,0,0
GO,Goiás,2016,"Região
Centro-Oeste",85.93,84.19,3021750,0,0,6695855,0,0
